timestamp_s,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,TCP_x_m,TCP_y_m,TCP_z_m,TCP_rx_rad,TCP_ry_rad,TCP_rz_rad
0.000447,-0.010000,0.008750,-0.010000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.004578,-0.010000,0.008750,-0.010000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.008544,-0.010000,0.008750,-0.010000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.012609,-0.010000,0.008750,-0.010000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.016580,-0.010000,0.008750,-0.010000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.020570,-0.010000,0.008750,-0.010000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.024577,0.000000,0.008750,0.000000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.028572,0.000000,0.008750,0.000000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.032587,0.000000,0.008750,0.000000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.036570,0.000000,0.008750,0.000000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.040546,0.000000,0.008750,0.000000,0.000000,0.001000,-0.000875,0.295001,-0.455999,0.098000,-3.141587,-0.000003,0.000006
0.044627,-0.000003,0.008757,0.000000,-0.000000,0.001000,-0.000875,0.295006,-0.455996,0.098001,-3.141591,-0.000008,0.000015
0.048502,-0.000001,0.008752,0.000000,-0.000000,0.001000,-0.000875,0.295012,-0.455992,0.097998,-3.141588,-0.000005,0.000022
0.052554,-0.000004,0.008761,0.000000,-0.000000,0.001000,-0.000875,0.295021,-0.455985,0.097998,3.141592,-0.000011,0.000024
0.056628,-0.000001,0.008752,0.000000,-0.000000,0.001000,-0.000875,0.295034,-0.455971,0.097993,-3.141588,-0.000005,0.000034
0.060525,0.000000,0.008750,-0.000000,0.000000,0.001000,-0.000875,0.295052,-0.455956,0.097989,-3.141586,-0.000003,0.000038
0.064598,0.009998,0.018754,0.000000,-0.000000,-0.000000,-0.000875,0.295077,-0.455934,0.097986,-3.141589,-0.000006,0.000041
0.068600,0.009996,0.018762,0.000000,-0.000000,-0.000000,-0.000875,0.295108,-0.455904,0.097981,3.141592,-0.000011,0.000048
0.072531,0.009993,0.018768,0.000001,-0.000000,-0.000000,-0.000875,0.295141,-0.455871,0.097977,3.141588,-0.000016,0.000050
0.076530,0.009992,0.018771,0.000001,-0.000000,-0.000000,-0.000875,0.295183,-0.455830,0.097969,3.141586,-0.000018,0.000055
0.080507,0.009989,0.018780,0.000001,-0.000000,-0.000000,-0.000875,0.295230,-0.455783,0.097963,3.141581,-0.000024,0.000067
0.084505,0.009989,0.018780,0.000001,-0.000000,-0.000000,-0.000875,0.295281,-0.455730,0.097952,3.141581,-0.000024,0.000065
0.088504,0.009989,0.018780,0.000001,-0.000000,-0.000000,-0.000875,0.295339,-0.455672,0.097941,3.141581,-0.000024,0.000075
0.092599,0.009989,0.018780,0.000001,-0.000000,-0.000000,-0.000875,0.295401,-0.455607,0.097930,3.141581,-0.000024,0.000071
0.096595,0.009991,0.018774,0.000001,-0.000000,-0.000000,-0.000875,0.295467,-0.455537,0.097917,3.141584,-0.000020,0.000068
0.100537,0.009995,0.018764,0.000000,-0.000000,-0.000000,-0.000875,0.295537,-0.455463,0.097902,3.141590,-0.000013,0.000006
0.104537,-0.010003,-0.011243,-0.010000,0.001000,-0.000000,-0.000875,0.295607,-0.455381,0.097884,-3.141591,-0.000008,0.000004
0.108505,-0.010001,-0.011247,-0.010000,0.001000,-0.000000,-0.000875,0.295687,-0.455301,0.097871,-3.141588,-0.000005,-0.000002
0.112538,-0.009997,-0.011257,-0.010000,0.001000,0.000000,-0.000875,0.295789,-0.455202,0.097855,-3.141582,0.000002,0.000053
0.116579,-0.009993,-0.011269,-0.010001,0.001000,0.000000,-0.000875,0.295869,-0.455120,0.097840,-3.141575,0.000010,0.000059
0.120575,-0.009991,-0.011274,-0.010001,0.001000,0.000000,-0.000875,0.295947,-0.455037,0.097827,-3.141572,0.000013,0.000060
0.124540,-0.009986,-0.011286,-0.010001,0.001000,0.000000,-0.000875,0.296028,-0.454952,0.097814,-3.141565,0.000022,0.000063
0.128529,-0.009984,-0.011292,-0.010001,0.001001,0.000000,-0.000875,0.296109,-0.454867,0.097800,-3.141562,0.000025,0.000073
0.132532,-0.009980,-0.011303,-0.010002,0.001001,0.000000,-0.000875,0.296195,-0.454777,0.097786,-3.141555,0.000033,0.000076
0.136568,-0.009978,-0.011310,-0.010002,0.001001,0.000000,-0.000875,0.296288,-0.454680,0.097774,-3.141551,0.000038,0.000077
0.140593,-0.039975,-0.031315,-0.010002,0.001001,0.000000,-0.000875,0.296384,-0.454579,0.097761,-3.141548,0.000042,0.000087
0.144584,-0.039973,-0.031322,-0.010002,0.001001,0.000000,-0.000875,0.296484,-0.454473,0.097749,-3.141544,0.000046,0.000084
0.148584,-0.039972,-0.031326,-0.010002,0.001001,0.000000,-0.000875,0.296585,-0.454367,0.097736,-3.141541,0.000049,0.000074
0.152581,-0.039972,-0.031325,-0.010002,0.001001,0.000000,-0.000875,0.296687,-0.454260,0.097725,-3.141542,0.000049,0.000061
0.156583,-0.039974,-0.031319,-0.010002,0.001001,0.000000,-0.000875,0.296786,-0.454156,0.097716,-3.141545,0.000045,0.000047
0.160582,-0.039972,-0.031326,-0.010002,0.001001,0.000000,-0.000875,0.296886,-0.454049,0.097704,-3.141541,0.000049,0.000043
0.164547,-0.039972,-0.031325,-0.010002,0.001001,0.000000,-0.000875,0.296984,-0.453945,0.097692,-3.141542,0.000049,0.000042
0.168576,-0.039974,-0.031319,-0.010002,0.001001,0.000000,-0.000875,0.297085,-0.453839,0.097684,-3.141545,0.000045,0.000046
0.172578,-0.039969,-0.031332,-0.010003,0.001001,0.000000,-0.000875,0.297179,-0.453734,0.097670,-3.141538,0.000053,0.000040
0.176594,-0.039969,-0.031332,-0.010003,0.001001,0.000000,-0.000875,0.297179,-0.453734,0.097670,-3.141538,0.000053,0.000040
